fyers_symbol,stock_name,sector,industry,basic_industry
NSE:ORTINGLOBE-EQ,ORTIN GLOBAL LIMITED,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:OSIAHYPER-BE,Osia Hyper Retail Limited,Consumer Services,Retailing,Diversified Retail
NSE:OSWALAGRO-BE,Oswal Agro Mills Limited,Services,Commercial Services & Supplies,Trading & Distributors
NSE:OSWALGREEN-EQ,Oswal Greentech Limited,Financial Services,Finance,Investment Company
NSE:OSWALPUMPS-EQ,Oswal Pumps Limited,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines
NSE:OSWALSEEDS-EQ,ShreeOswal Seeds And Chemicals Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NSE:PACEDIGITK-EQ,Pace Digitek Limited,Telecommunication,Telecom - Services,Telecom - Infrastructure
NSE:PAGEIND-EQ,Page Industries Limited,Textiles,Textiles & Apparels,Garments & Apparels
NSE:PAISALO-EQ,Paisalo Digital Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:PAKKA-EQ,PAKKA LIMITED,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
NSE:PALASHSECU-EQ,Palash Securities Limited,Fast Moving Consumer Goods,Food Products,Packaged Foods
NSE:PALREDTEC-BE,Palred Technologies Limited,Services,Commercial Services & Supplies,Trading & Distributors
NSE:PANACEABIO-EQ,Panacea Biotec Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:PANACHE-EQ,Panache Digilife Limited,Information Technology,IT - Services,IT Enabled Services
NSE:PANAMAPET-EQ,Panama Petrochem Limited,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants
NSE:PANSARI-EQ,Pansari Developers Limited,Realty,Realty,Residential Commercial Projects
NSE:PAR-EQ,Par Drugs And Chemicals Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:PARACABLES-EQ,Paramount Communications Limited,Capital Goods,Industrial Products,Cables - Electricals
NSE:PARADEEP-EQ,Paradeep Phosphates Limited,Chemicals,Fertilizers & Agrochemicals,Fertilizers
NSE:PARAGMILK-EQ,Parag Milk Foods Limited,Fast Moving Consumer Goods,Food Products,Dairy Products
NSE:PARAS-EQ,Paras Defence and Space Technologies Limited,Capital Goods,Aerospace & Defense,Aerospace & Defense
NSE:PARASPETRO-EQ,Paras Petrofils Limited,Financial Services,Finance,Investment Company
NSE:PARKHOSPS-EQ,Park Medi World Limited,Healthcare,Healthcare Services,Hospital
NSE:PARKHOTELS-EQ,Apeejay Surrendra Park Hotels Limited,Consumer Services,Leisure Services,Hotels & Resorts
NSE:PARSVNATH-BE,Parsvnath Developers Limited,Realty,Realty,Residential Commercial Projects
NSE:PASHUPATI-EQ,Pashupati Cotspin Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:PASUPTAC-EQ,Pasupati Acrylon Limited,Chemicals,Chemicals & Petrochemicals,Petrochemicals
NSE:PATANJALI-EQ,Patanjali Foods Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
NSE:PATELENG-EQ,Patel Engineering Limited,Construction,Construction,Civil Construction
NSE:PATELRMART-EQ,Patel Retail Limited,Consumer Services,Retailing,Diversified Retail
NSE:PATINTLOG-EQ,Patel Integrated Logistics Limited,Services,Transport Services,Logistics Solution Provider
NSE:PAUSHAKLTD-EQ,Paushak Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:PAVNAIND-BE,Pavna Industries Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:PAYTM-EQ,One 97 Communications Limited,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
NSE:PCBL-EQ,PCBL Chemical Limited,Chemicals,Chemicals & Petrochemicals,Carbon Black
NSE:PCJEWELLER-EQ,PC Jeweller Limited,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:PDMJEPAPER-EQ,Pudumjee Paper Products Limited,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
NSE:PDSL-EQ,PDS Limited,Textiles,Textiles & Apparels,Trading - Textile Products
NSE:PEARLPOLY-BE,Pearl Polymers Limited,Consumer Durables,Consumer Durables,Plastic Products - Consumer
NSE:PENIND-EQ,Pennar Industries Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:PENINLAND-BE,Peninsula Land Limited,Realty,Realty,Residential Commercial Projects
NSE:PERSISTENT-EQ,Persistent Systems Limited,Information Technology,IT - Software,Computers - Software & Consulting
NSE:PETRONET-EQ,Petronet LNG Limited,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier
NSE:PFC-EQ,Power Finance Corporation Limited,Financial Services,Finance,Financial Institution
NSE:PFIZER-EQ,Pfizer Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:PFOCUS-BE,Prime Focus Limited,Media Entertainment & Publication,Entertainment,Media & Entertainment
NSE:PFS-EQ,PTC India Financial Services Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:PGEL-EQ,PG Electroplast Limited,Consumer Durables,Consumer Durables,Consumer Electronics
NSE:PGHH-EQ,Procter & Gamble Hygiene and Health Care Limited,Fast Moving Consumer Goods,Personal Products,Personal Care
NSE:PGHL-EQ,Procter & Gamble Health Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:PGIL-EQ,Pearl Global Industries Limited,Textiles,Textiles & Apparels,Garments & Apparels
NSE:PHOENIXLTD-EQ,The Phoenix Mills Limited,Realty,Realty,Residential Commercial Projects
NSE:PICCADIL-EQ,Piccadily Agro Industries Limited,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
NSE:PIDILITIND-EQ,Pidilite Industries Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:PIGL-EQ,Power & Instrumentation (Gujarat) Limited,Capital Goods,Electrical Equipment,Other Electrical Equipment
NSE:PIIND-EQ,PI Industries Limited,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
NSE:PILANIINVS-EQ,Pilani Investment and Industries Corporation Limited,Financial Services,Finance,Investment Company
NSE:PILITA-BE,PIL ITALICA LIFESTYLE LIMITED,Consumer Durables,Consumer Durables,Plastic Products - Consumer
NSE:PINELABS-EQ,Pine Labs Limited,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
NSE:PIONEEREMB-EQ,Pioneer Embroideries Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:PIONRINV-EQ,Pioneer Investcorp Limited,Financial Services,Finance,Other Financial Services
NSE:PIRAMALFIN-EQ,Piramal Finance Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:PITTIENG-EQ,Pitti Engineering Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:PIXTRANS-EQ,Pix Transmissions Limited,Capital Goods,Industrial Products,Rubber
NSE:PKTEA-EQ,The Peria Karamalai Tea & Produce Company Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
NSE:PLASTIBLEN-EQ,Plastiblends India Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:PLATIND-EQ,Platinum Industries Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:PLAZACABLE-BE,Plaza Wires Limited,Capital Goods,Industrial Products,Cables - Electricals
NSE:PML-EQ,Paul Merchants Limited,Financial Services,Finance,Other Financial Services
NSE:PNB-EQ,Punjab National Bank,Financial Services,Banks,Public Sector Bank
NSE:PNBGILTS-EQ,PNB Gilts Limited,Financial Services,Finance,Investment Company
NSE:PNBHOUSING-EQ,PNB Housing Finance Limited,Financial Services,Finance,Housing Finance Company
NSE:PNC-EQ,Pritish Nandy Communications Limited,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition
NSE:PNCINFRA-EQ,PNC Infratech Limited,Construction,Construction,Civil Construction
NSE:PNGJL-EQ,P N Gadgil Jewellers Limited,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:PNGSREVA-EQ,PNGS Reva Diamond Jewellery Limited,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:POCL-EQ,Pondy Oxides & Chemicals Limited,Metals & Mining,Diversified Metals,Diversified Metals
NSE:PODDARMENT-EQ,Poddar Pigments Limited,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
NSE:POKARNA-EQ,Pokarna Limited,Consumer Durables,Consumer Durables,Granites & Marbles
NSE:POLICYBZR-EQ,PB Fintech Limited,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
NSE:POLYCAB-EQ,Polycab India Limited,Capital Goods,Industrial Products,Cables - Electricals
NSE:POLYMED-EQ,Poly Medicure Limited,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
NSE:POLYPLEX-EQ,Polyplex Corporation Limited,Capital Goods,Industrial Products,Packaging
NSE:PONNIERODE-EQ,Ponni Sugars (Erode) Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
NSE:POONAWALLA-EQ,Poonawalla Fincorp Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:POWERGRID-EQ,Power Grid Corporation of India Limited,Power,Power,Power - Transmission
NSE:POWERICA-EQ,Powerica Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:POWERINDIA-EQ,Hitachi Energy India Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:POWERMECH-EQ,Power Mech Projects Limited,Construction,Construction,Civil Construction
NSE:PPAP-EQ,PPAP Automotive Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:PPL-EQ,Prakash Pipes Limited,Capital Goods,Industrial Products,Plastic Products - Industrial
NSE:PPLPHARMA-EQ,Piramal Pharma Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:PRABHA-EQ,Prabha Energy Limited,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production
NSE:PRADPME-EQ,Pradeep Metals Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:PRAENG-EQ,Prajay Engineers Syndicate Limited,Realty,Realty,Residential Commercial Projects
NSE:PRAJIND-EQ,Praj Industries Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:PRAKASH-EQ,Prakash Industries Limited,Metals & Mining,Ferrous Metals,Iron & Steel
NSE:PRAKASHSTL-EQ,Prakash Steelage Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:PRAVEG-EQ,Praveg Limited,Consumer Services,Leisure Services,Hotels & Resorts
NSE:PRAXIS-BE,Praxis Home Retail Limited,Consumer Services,Retailing,Speciality Retail
NSE:PRECAM-EQ,Precision Camshafts Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:PRECOT-EQ,Precot Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:PRECWIRE-EQ,Precision Wires India Limited,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products
NSE:PREMCO-EQ,Premco Global Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:PREMEXPLN-EQ,Premier Explosives Limited,Chemicals,Chemicals & Petrochemicals,Explosives
NSE:PREMIER-BE,Premier Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:PREMIERENE-EQ,Premier Energies Limited,Capital Goods,Electrical Equipment,Other Electrical Equipment
NSE:PREMIERPOL-BE,Premier Polyfilm Limited,Capital Goods,Industrial Products,Plastic Products - Industrial
NSE:PRESTIGE-EQ,Prestige Estates Projects Limited,Realty,Realty,Residential Commercial Projects
NSE:PRICOLLTD-EQ,Pricol Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:PRIMESECU-EQ,Prime Securities Limited,Financial Services,Finance,Other Financial Services
NSE:PRIMO-EQ,Primo Chemicals Limited,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
NSE:PRINCEPIPE-EQ,Prince Pipes And Fittings Limited,Capital Goods,Industrial Products,Plastic Products - Industrial
NSE:PRITI-EQ,Priti International Limited,Consumer Durables,Consumer Durables,Furniture Home Furnishing
NSE:PRITIKAUTO-EQ,Pritika Auto Industries Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:PRIVISCL-EQ,Privi Speciality Chemicals Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:PROSTARM-EQ,Prostarm Info Systems Limited,Capital Goods,Electrical Equipment,Other Electrical Equipment
NSE:PROTEAN-EQ,Protean eGov Technologies Limited,Information Technology,IT - Services,IT Enabled Services
NSE:PROZONER-EQ,Prozone Realty Limited,Realty,Realty,Real Estate related services
NSE:PRSMJOHNSN-EQ,Prism Johnson Limited,Construction Materials,Cement & Cement Products,Cement & Cement Products
NSE:PRUDENT-EQ,Prudent Corporate Advisory Services Limited,Financial Services,Capital Markets,Financial Products Distributor
NSE:PRUDMOULI-EQ,Prudential Sugar Corporation Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
NSE:PSB-EQ,Punjab & Sind Bank,Financial Services,Banks,Public Sector Bank
NSE:PSPPROJECT-EQ,PSP Projects Limited,Construction,Construction,Civil Construction
NSE:PTC-EQ,PTC India Limited,Power,Power,Power Trading
NSE:PTCIL-EQ,PTC Industries Limited,Capital Goods,Industrial Products,Other Industrial Products
NSE:PTL-EQ,PTL Enterprises Limited,Services,Commercial Services & Supplies,Diversified Commercial Services
NSE:PUNJABCHEM-EQ,Punjab Chemicals & Crop Protection Limited,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
NSE:PURVA-EQ,Puravankara Limited,Realty,Realty,Residential Commercial Projects
NSE:PVP-EQ,PVP Ventures Limited,Realty,Realty,Residential Commercial Projects
NSE:PVRINOX-EQ,PVR INOX Limited,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition
NSE:PVSL-EQ,Popular Vehicles and Services Limited,Automobile and Auto Components,Automobiles,Auto Dealer
NSE:PWL-EQ,Physicswallah Limited,Consumer Services,Other Consumer Services,E-Learning
NSE:PYRAMID-EQ,Pyramid Technoplast Limited,Capital Goods,Industrial Products,Packaging
NSE:QPOWER-BE,Quality Power Electrical Equipments Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:QUADFUTURE-EQ,Quadrant Future Tek Limited,Capital Goods,Industrial Products,Cables - Electricals
NSE:QUESS-EQ,Quess Corp Limited,Services,Commercial Services & Supplies,Diversified Commercial Services
NSE:QUICKHEAL-BE,Quick Heal Technologies Limited,Information Technology,IT - Software,Software Products
NSE:QUINT-EQ,Quint Digital Limited,Media Entertainment & Publication,Media,Electronic Media
NSE:QUINTEGRA-BE,Quintegra Solutions Limited,Information Technology,IT - Software,Computers - Software & Consulting
NSE:RACE-BE,Race Eco Chain Limited,Utilities,Other Utilities,Waste Management
NSE:RACLGEAR-EQ,RACL Geartech Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:RADAAN-EQ,Radaan Mediaworks India Limited,Media Entertainment & Publication,Entertainment,Media & Entertainment
NSE:RADHIKAJWE-EQ,Radhika Jeweltech Limited,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:RADIANTCMS-EQ,Radiant Cash Management Services Limited,Services,Commercial Services & Supplies,Diversified Commercial Services
NSE:RADICO-EQ,Radico Khaitan Limited,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
NSE:RADIOCITY-EQ,Music Broadcast Limited,Media Entertainment & Publication,Entertainment,Media & Entertainment
NSE:RAILTEL-EQ,Railtel Corporation Of India Limited,Telecommunication,Telecom - Services,Other Telecom Services
NSE:RAIN-EQ,Rain Industries Limited,Chemicals,Chemicals & Petrochemicals,Petrochemicals
NSE:RAINBOW-EQ,Rainbow Childrens Medicare Limited,Healthcare,Healthcare Services,Hospital
NSE:RAJESHEXPO-BZ,Rajesh Exports Limited,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:RAJMET-EQ,Rajnandini Metal Limited,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products
NSE:RAJOOENG-EQ,Rajoo Engineers Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:RAJPALAYAM-EQ,Rajapalayam Mills Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:RAJRATAN-EQ,Rajratan Global Wire Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:RAJRILTD-BE,Raj Rayon Industries Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:RAJSREESUG-EQ,Rajshree Sugars & Chemicals Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
NSE:RAJTV-EQ,Raj Television Network Limited,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production
NSE:RAJVIR-BZ,Rajvir Industries Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:RALLIS-EQ,Rallis India Limited,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
NSE:RAMANEWS-EQ,Shree Rama Newsprint Limited,Fast Moving Consumer Goods,Beverages,Other Beverages
NSE:RAMAPHO-EQ,Rama Phosphates Limited,Chemicals,Fertilizers & Agrochemicals,Fertilizers
NSE:RAMASTEEL-EQ,Rama Steel Tubes Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:RAMCOCEM-EQ,The Ramco Cements Limited,Construction Materials,Cement & Cement Products,Cement & Cement Products
NSE:RAMCOIND-EQ,Ramco Industries Limited,Construction Materials,Other Construction Materials,Other Construction Materials
NSE:RAMCOSYS-EQ,Ramco Systems Limited,Information Technology,IT - Software,Software Products
NSE:RAMKY-EQ,Ramky Infrastructure Limited,Construction,Construction,Civil Construction
NSE:RAMRAT-EQ,Ram Ratna Wires Limited,Capital Goods,Electrical Equipment,Other Electrical Equipment
NSE:RANASUG-EQ,Rana Sugars Limited,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG
NSE:RANEHOLDIN-EQ,Rane Holdings Limited,Financial Services,Finance,Holding Company
NSE:RATEGAIN-EQ,Rategain Travel Technologies Limited,Information Technology,IT - Software,Computers - Software & Consulting
NSE:RATNAMANI-EQ,Ratnamani Metals & Tubes Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:RATNAVEER-EQ,Ratnaveer Precision Engineering Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:RAYMOND-EQ,Raymond Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:RAYMONDLSL-EQ,Raymond Lifestyle Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:RAYMONDREL-EQ,Raymond Realty Limited,Realty,Realty,Residential Commercial Projects
NSE:RBA-EQ,Restaurant Brands Asia Limited,Consumer Services,Leisure Services,Restaurants
NSE:RBLBANK-EQ,RBL Bank Limited,Financial Services,Banks,Private Sector Bank
NSE:RBZJEWEL-EQ,RBZ Jewellers Limited,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:RCF-EQ,Rashtriya Chemicals and Fertilizers Limited,Chemicals,Fertilizers & Agrochemicals,Fertilizers
NSE:RCOM-BE,Reliance Communications Limited,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
NSE:RECLTD-EQ,REC Limited,Financial Services,Finance,Financial Institution
NSE:REDINGTON-EQ,Redington Limited,Services,Commercial Services & Supplies,Trading & Distributors
NSE:REDTAPE-EQ,Redtape Limited,Consumer Durables,Consumer Durables,Footwear
